pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,st_teff
"Kepler-6 b","Transit","Kepler",14.61653600,1460.00,5647.00
"WASP-6 b","Transit","SuperWASP",13.67498000,1150.00,5380.72
"HAT-P-12 b","Transit","HATNet",10.76064000,960.00,4652.87
"HD 209458 b","Radial Velocity","W. M. Keck Observatory",15.24424000,1450.00,6052.00
"Kepler-17 b","Transit","Kepler",14.68379000,1712.00,5781.00
"TrES-4 b","Transit","TrES",19.44761500,1805.00,6200.00
"HAT-P-3 b","Transit","HATNet",10.61492300,1189.00,5185.00
"HAT-P-6 b","Transit","HATNet",15.63655500,1704.00,6570.00
"WASP-1 b","Transit","SuperWASP",16.73503700,1830.00,6213.00
"WASP-21 b","Transit","SuperWASP",14.15696700,1340.00,5800.00
"WASP-2 b","Transit","SuperWASP",11.69098700,1281.00,5150.00
"WASP-12 b","Transit","SuperWASP",20.38917100,2601.00,6300.00
"TrES-5 b","Transit","TrES",13.38354600,1480.00,5171.00
"WD 1856+534 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.40000000,163.00,4710.00
"KOI-13 b","Transit","Kepler",23.00000000,3370.00,9071.00
"Kepler-6 b","Transit","Kepler",11.07000000,1260.00,5826.00
"HD 189733 b","Radial Velocity","Haute-Provence Observatory",12.54287100,1209.00,5050.00
"HAT-P-12 b","Transit","HATNet",10.30107100,955.00,4665.00
"WASP-39 b","Transit","SuperWASP",14.33631100,1166.00,5485.00
"HAT-P-60 b","Transit","HATNet",18.28184752,1772.00,6212.00
"WASP-4 b","Transit","SuperWASP",15.21061300,1661.00,5500.00
"WASP-5 b","Transit","SuperWASP",12.21800000,1753.00,5880.00
"XO-3 b","Transit","XO",14.79585452,1890.00,6970.00
"CoRoT-2 b","Transit","CoRoT",16.47723000,1548.00,5696.00
"Kepler-6 b","Transit","Kepler",13.41000000,1355.00,5640.00
"Kepler-5 b","Transit","Kepler",15.28000000,1640.00,6290.00
"Kepler-12 b","Transit","Kepler",18.22000000,1338.00,5953.00
"TrES-2 b","Transit","TrES",12.85000000,1344.00,5850.00
"TrES-2 b","Transit","TrES",12.85000000,1344.00,5850.00
"KOI-13 b","Transit","Kepler",25.80000000,3560.00,9107.00
"Kepler-17 b","Transit","Kepler",14.80000000,1561.00,5624.00
"TrES-2 b","Transit","TrES",13.04000000,1339.00,5820.00
"Kepler-5 b","Transit","Kepler",14.92000000,1640.00,6290.00
"Kepler-12 b","Transit","Kepler",18.05000000,1338.00,5953.00
"Kepler-17 b","Transit","Kepler",14.48000000,1562.00,5624.00
"Kepler-6 b","Transit","Kepler",13.41000000,1355.00,5640.00
"Kepler-12 b","Transit","Kepler",18.22000000,1338.00,5953.00
"Kepler-17 b","Transit","Kepler",14.80000000,1561.00,5624.00
"KELT-11 b","Transit","KELT-South",13.57525892,1186.43,5370.00
"TOI-1685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.46800000,1062.00,3575.00
"K2-19 b","Transit","K2",7.00000000,779.00,5322.00
"K2-19 c","Transit","K2",4.10000000,679.00,5322.00
"WASP-107 b","Transit","SuperWASP-South",10.55000000,672.50,4425.00
"TOI-1685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.42100000,1000.00,3470.00
"K2-19 d","Transit","K2",1.04400000,1258.00,5350.00
"HAT-P-20 b","Transit","HATNet",11.48922500,964.00,4595.00
"WASP-43 b","Transit","SuperWASP",11.27625400,1426.70,4500.00
"WASP-78 b","Transit","SuperWASP",23.09054000,2469.70,6100.00
"K2-113 b","Transit","K2",10.42437000,1178.00,5627.00
"WASP-139 b","Transit","SuperWASP-South",8.96720000,910.00,5310.00
"Kepler-77 b","Transit","Kepler",10.43000000,1144.00,5705.00
"TOI-1246 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.51418750,463.98,5213.00
"Kepler-77 b","Transit","Kepler",10.43000000,1145.00,5524.00
"TOI-6894 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.58367850,417.90,3007.00
"WASP-88 b","Transit","SuperWASP",18.45046895,1584.47,6282.40
"K2-3 b","Transit","K2",2.07800000,501.30,3844.00
"LTT 9779 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.72000000,1978.00,5480.00
"TOI-5799 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.62500000,518.01,3514.00
"WASP-74 b","Transit","SuperWASP",15.75320000,1337.00,5806.00
"TOI-5616 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.78000000,939.00,3996.00
"WISPIT 2 c","Imaging","Multiple Observatories",17.93436912,2050.00,4530.00
"WASP-52 b","Transit","SuperWASP",15.55890793,1265.31,5087.00
"HAT-P-16 b","Transit","HATNet",13.33871000,1571.00,6158.00
"KELT-14 b","Transit","KELT-South",17.03768000,1904.00,5802.00
"WASP-48 b","Transit","SuperWASP",18.71903000,2035.00,5920.00
"TrES-2 b","Transit","TrES",13.95520500,1472.00,5850.00
"CoRoT-1 b","Transit","CoRoT",15.91678000,1834.00,5950.00
"HAT-P-1 b","Transit","HATNet",14.78467100,1322.00,5980.00
"HAT-P-22 b","Transit","HATNet",12.10572000,1463.00,5302.00
"WASP-1 b","Transit","SuperWASP",16.24184100,1812.00,6110.00
"WASP-33 b","Transit","SuperWASP",18.81991100,2723.00,7430.00
"WASP-36 b","Transit","SuperWASP",14.87434300,1733.00,5959.00
"WASP-67 b","Transit","SuperWASP",12.22900000,1003.00,
"WASP-104 b","Transit","SuperWASP",12.74500000,1516.00,5475.00
"WASP-94 A b","Transit","SuperWASP",19.28000000,1604.00,6153.00
"WASP-28 b","Transit","SuperWASP",15.17700000,1473.00,6084.00
"TrES-2 b","Transit","TrES",13.37233700,1466.00,5850.00
"CoRoT-1 b","Transit","CoRoT",17.38515900,1915.00,5950.00
"HD 80606 b","Radial Velocity","Multiple Observatories",11.24262700,405.00,5574.00
"WASP-7 b","Transit","SuperWASP",15.27786700,1502.00,6400.00
"WASP-3 b","Transit","SuperWASP",15.87194400,2020.00,6400.00
"TOI-421 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.92573459,910.74,5718.00
"Kepler-670 b","Transit","Kepler",12.21000000,1219.00,5532.00
"TOI-2525 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.36709190,399.96,4944.00
"WASP-100 b","Transit","SuperWASP",18.94000000,2190.00,6900.00
"V1298 Tau b","Transit","K2",10.22000000,668.00,4970.00
"TOI-1898 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.70557571,681.60,6303.91
"TOI-2134 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.69000000,666.00,4580.00
"TOI-5938 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.82000000,1077.00,4650.00
"TOI-7009 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.71000000,872.00,4080.00
"TIC 257060897 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.70138124,1762.00,
"TOI-4336 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.04924027,290.94,3365.00
"LHS 1903 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.43590000,439.00,3691.00
"TOI-2447 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.60609646,414.00,5730.00
"TOI-411 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.36200000,1241.00,6169.00
"V1298 Tau b","Transit","K2",9.41000000,666.00,4970.00
"LTT 9779 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.72000000,1978.00,5443.00
"TOI-1898 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.71000000,754.00,
"MASCARA-1 b","Transit","Multiple Observatories",21.37050000,3907.00,7893.00
"HAT-P-8 b","Transit","HATNet",14.22874853,1592.50,6401.79
"K2-290 b","Transit","K2",3.06000000,1230.00,6302.00
"HD 95338 b","Radial Velocity","Las Campanas Observatory",3.89000000,385.00,5212.00
"HD 95338 b","Radial Velocity","Las Campanas Observatory",4.15000000,443.00,
"TOI-411 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.27788467,1709.03,6101.00
"LHS 1903 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.38200000,796.00,3664.00
"TOI-4336 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.12000000,308.00,3298.00
"TOI-4342 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.27214086,585.02,3883.00
"TOI-5938 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.92152000,1106.00,4452.00
"TOI-7009 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.04700000,710.00,4231.00
"WASP-21 b","Transit","SuperWASP",15.15469429,1314.24,5924.00
"HD 206893 b","Imaging","Gemini Observatory",14.01122587,1429.20,
"HD 206893 c","Imaging","European Southern Observatory",16.36511182,1181.90,
"TOI-6223 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.94518000,708.00,3909.00
"HIP 9618 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.34300000,486.90,5609.00
"WASP-20 b","Transit","SuperWASP",16.38800000,1379.00,5940.00
"KELT-10 b","Transit","KELT-South",14.53656291,1225.66,5883.00
"Kepler-762 b","Transit","Kepler",11.10000000,1202.00,6075.00
"HATS-59 b","Transit","HATSouth",13.37520000,1087.00,5652.00
"K2-199 b","Transit","K2",1.73000000,913.00,4491.00
"HIP 41378 c","Transit","K2",2.29980485,696.50,6352.33
"WASP-96 b","Transit","SuperWASP",14.00337959,1545.00,
"TOI-5799 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.76000000,337.00,3452.00
"WASP-96 b","Transit","SuperWASP",13.78704626,1350.00,5678.00
"TOI-7510 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.65856551,1783.69,5586.00
"TOI-7510 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.25092411,863.55,5586.00
"WASP-74 b","Transit","SuperWASP",14.70618268,1865.00,5883.00
"WASP-121 b","Transit","SuperWASP",19.52604438,2409.00,6628.00
"TOI-7510 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.52000000,542.40,5720.00
"HAT-P-16 b","Transit","HATNet",14.68376472,1566.00,
"HAT-P-13 b","Transit","HATNet",16.66775430,1725.00,
"HAT-P-8 b","Transit","HATNet",14.80706350,1713.00,
"WASP-21 b","Transit","SuperWASP",13.02483557,1333.00,5800.00
"WASP-52 b","Transit","SuperWASP",14.04485282,1315.00,
"TOI-7510 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.34188236,872.00,5820.00
"TOI-7510 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.34588919,538.00,5820.00
"Kepler-1419 b","Transit","Kepler",2.60000000,506.00,5900.00
"Kepler-1892 b","Transit","Kepler",1.41000000,819.00,5379.00
"HAT-P-15 b","Transit","HATNet",12.01600000,904.00,5568.00
"WASP-69 b","Transit","SuperWASP",11.84791300,963.00,4700.00
"HAT-P-18 b","Transit","HATNet",11.15300000,852.00,4803.00
"HAT-P-19 b","Transit","HATNet",12.68900000,1010.00,4990.00
"HAT-P-23 b","Transit","HATNet",15.33400000,2056.00,5905.00
"WASP-34 b","Transit","SuperWASP",13.67500000,1250.00,5700.00
"WASP-10 b","Transit","SuperWASP",12.10600000,1370.00,4675.00
"TOI-1117 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.56778000,1434.00,5731.00
"LHS 1903 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.50000000,442.00,3664.00
"LTT 1445 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.44541541,403.74,3562.00
"WASP-100 b","Transit","SuperWASP",16.07821630,2399.47,6900.00
"V1298 Tau d","Transit","K2",6.41000000,845.00,
"TOI-813 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.82000000,601.00,
"HD 95338 b","Radial Velocity","Las Campanas Observatory",4.36639000,562.00,5175.00
"TIC 257060897 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",17.55655678,1662.31,5988.00
"TOI-375 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.77183045,1373.00,5259.90
"TOI-1246 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.43139739,587.77,5213.00
"HATS-11 b","Transit","HATSouth",16.92559000,1637.00,6060.00
"WASP-43 b","Transit","SuperWASP",10.42000000,1350.00,4400.00
"GJ 436 b","Radial Velocity","W. M. Keck Observatory",4.26000000,650.00,
"HD 189733 b","Radial Velocity","Haute-Provence Observatory",12.30000000,1200.00,
"WASP-10 b","Transit","SuperWASP",12.30000000,950.00,4700.00
"WASP-38 b","Transit","SuperWASP",12.30000000,1250.00,6200.00
"HAT-P-23 b","Transit","HATNet",13.72000000,1951.00,5885.00
"KELT-14 b","Transit","KELT-South",19.53728700,1970.00,5720.00
"AU Mic b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.07000000,593.00,3700.00
"WASP-140 b","Transit","SuperWASP-South",16.14096000,1320.00,5260.00
"Qatar-1 b","Transit","Qatar",13.22662000,1389.00,4910.00
"WASP-3 b","Transit","SuperWASP",14.68379000,1960.00,6400.00
"KELT-16 b","Transit","KELT",15.86073500,2453.00,6236.00
"GJ 1132 b","Transit","Cerro Tololo Inter-American Observatory",1.43000000,644.00,
"KELT-9 b","Transit","KELT-North",21.19621900,4050.00,10170.00
"TOI-3593 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.68694909,1087.65,5342.00
"Kepler-68 b","Transit","Kepler",2.35700000,1275.00,5847.00
"TOI-2031 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.60156514,1207.92,6664.00
"Kepler-975 b","Transit","Kepler",1.50000000,1042.00,4765.00
"Kepler-670 b","Transit","Kepler",12.00000000,1241.00,5597.00
"Kepler-1825 b","Transit","Kepler",1.35000000,1468.00,5035.00
"HD 189733 b","Radial Velocity","Haute-Provence Observatory",12.90155900,1191.00,5050.00
"TrES-2 b","Transit","TrES",14.13454900,1467.00,5795.00
"HAT-P-2 b","Transit","HATNet",13.33871000,1516.00,6290.00
"TrES-1 b","Transit","TrES",12.31869100,1147.00,5226.00
"TOI-2076 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.50000000,870.00,5187.00
"TOI-2076 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.38000000,734.00,5187.00
"TOI-2076 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.16000000,648.00,5187.00
"TOI-2076 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.41032056,671.74,5149.60
"TOI-2076 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.51800000,797.00,5200.00
"TOI-2076 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.49700000,629.50,5200.00
"TOI-1232 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.70482341,785.71,5739.00
"TOI-2076 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.17021000,388.00,5149.60
"TOI-2076 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.78219000,641.00,5149.60
"TOI-198 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.40009506,420.93,3763.00
"TOI-198 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.44000000,368.00,3650.00
"TOI-2076 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.69441587,543.16,5192.00
"TOI-2076 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.43087751,457.68,5192.00
"TOI-2076 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.39000000,738.00,5201.00
"TOI-2076 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.59000000,736.00,
"TOI-2076 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.54000000,581.00,
"TOI-2076 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.30100000,1110.00,
"TOI-198 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.36000000,456.00,3801.00
"TrES-4 b","Transit","TrES",20.28829000,1861.00,6200.00
"WASP-10 b","Transit","SuperWASP",11.96000300,972.00,4675.00
"XO-2 N b","Transit","XO",11.11932800,1328.00,5340.00
"WASP-1 b","Transit","SuperWASP",16.63415600,1800.00,6110.00
"XO-4 b","Transit","Lowell Observatory",14.45961000,1630.00,6397.00
"WASP-52 b","Transit","SuperWASP",14.24000000,1315.00,5000.00
"WASP-64 b","Transit","SuperWASP",14.24700000,1689.00,5400.00
"WASP-65 b","Transit","SuperWASP",12.46400000,1480.00,5600.00
"WASP-75 b","Transit","SuperWASP",14.23500000,1710.00,6100.00
"TOI-6695 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.52763359,599.00,6400.00
"MASCARA-1 b","Transit","Multiple Observatories",16.81350000,2570.00,7554.00
"KELT-20 b","Transit","KELT-North",19.51486900,2262.00,8720.00
"Kepler-289 b","Transit","Kepler",3.41000000,750.00,6279.00
"XO-1 b","Transit","XO",13.27145600,1100.00,
"WASP-15 b","Transit","SuperWASP",15.78227200,1676.00,6405.00
"WASP-24 b","Transit","SuperWASP",14.60532700,1772.00,6107.00
"TrES-2 b","Transit","TrES",13.32750100,1455.00,
"Qatar-1 b","Transit","Qatar",12.81188700,1418.00,5013.00
"TOI-1201 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.41500000,703.00,3476.00
"WASP-131 b","Transit","SuperWASP-South",13.67498000,1460.00,6030.00
"Qatar-2 b","Transit","Qatar",12.49803500,1285.00,
"KELT-20 b","Transit","KELT-North",20.51247000,2260.00,8980.00
"WASP-174 b","Transit","SuperWASP-South",19.62220000,1491.00,6333.70
"WASP-28 b","Transit","SuperWASP",13.66374747,1456.00,
"WASP-79 b","Transit","SuperWASP",17.28055672,1624.53,6600.00
"WASP-63 b","Transit","SuperWASP",15.17673459,1469.91,5570.00
"HAT-P-30 b","Transit","HATNet",15.99522635,1578.69,6304.00
"WASP-121 b","Transit","SuperWASP",22.03280000,2473.00,6459.00
"CoRoT-1 b","Transit","CoRoT",20.59440000,2036.00,5950.00
"WASP-127 b","Transit","SuperWASP",14.69526062,1313.74,5620.00
"WASP-34 b","Transit","SuperWASP",13.39260000,1084.00,5700.00
"WASP-87 b","Transit","Anglo-Australian Telescope",14.86959617,2049.54,6271.00
"K2-26 b","Transit","K2",2.67000000,430.00,3785.00
"TOI-178 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.54474000,622.00,4111.00
"TOI-178 g","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.75100400,535.94,4111.00
"TOI-178 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.28073266,551.23,4111.00
"TOI-178 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.15200000,1040.00,4316.00
"TOI-178 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.66900000,873.00,4316.00
"TOI-178 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.57200000,690.00,4316.00
"TOI-178 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.20700000,600.00,4316.00
"TOI-178 f","Transit","Multiple Observatories",2.28700000,521.00,4316.00
"TOI-178 g","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.87000000,470.00,4316.00
"TOI-4364 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.09370701,487.36,3500.00
"TOI-4552 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.28011238,1027.60,3304.00
"TOI-178 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.51483691,801.68,4111.00
"TOI-6109 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.04578000,786.00,5416.10
"TOI-6109 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.92346000,700.00,5416.10
"TOI-4364 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.01000000,488.00,3528.00
"TOI-178 f","Transit","Multiple Observatories",2.61967665,225.13,4111.00
"TOI-4552 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.11000000,1122.00,3258.00
"HAT-P-44 b","Transit","HATNet",15.36840000,1027.00,5115.16
"TOI-2459 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.93653367,435.73,4195.00
"TOI-5349 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.42671000,650.00,3640.00
"HAT-P-2 b","Transit","HATNet",12.96900000,1540.00,6290.00
"WASP-74 b","Transit","SuperWASP",17.48604000,1910.00,5970.00
"TOI-1806.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.40953670,337.47,3272.00
"HATS-36 b","Transit","HATSouth",13.84311500,1356.00,6149.00
"Kepler-1514 b","Transit","Kepler",22.02000000,497.00,6382.00
"Kepler-1656 b","Transit","Kepler",4.47000000,563.00,5750.00
"TOI-4495 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.48300000,1735.00,6210.00
"HAT-P-14 b","Transit","HATNet",12.89000000,1570.00,6600.00
"TOI-4495 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.03000000,1365.00,6210.00
"Kepler-25 b","Transit","Kepler",2.64000000,1193.00,6270.00
"WASP-11 b","Transit","SuperWASP",10.20019000,960.00,4800.00
"Kepler-168 c","Transit","Kepler",2.79000000,870.00,6251.00
"TOI-4791 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.01130000,1279.00,5964.00
"TOI-1468 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.28000000,682.20,3496.00
"WASP-153 b","Transit","SuperWASP",15.63990824,1590.67,5768.20
"TOI-2068 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.82100000,520.62,3710.00
"Kepler-1987 b","Transit","Kepler",1.27000000,1003.00,4750.00
"Kepler-210 b","Transit","Kepler",2.26000000,737.00,3912.00
"V1298 Tau c","Transit","K2",5.59000000,968.00,
"TOI-411 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.77445863,1217.78,6101.00
"LHS 1903 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.04600000,559.00,3664.00
"TOI-904 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.42600000,429.43,3770.20
"WASP-25 b","Transit","SuperWASP",13.80946422,1217.00,5697.00
"HATS-11 b","Transit","HATSouth",16.64598630,1443.92,5871.00
"TOI-2019 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.33275337,917.46,5626.00
"TOI-1451 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.51948000,751.00,5781.00
"TOI-1410.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.10083009,1236.70,4635.00
"HD 110067 g","Transit","Multiple Observatories",2.60700000,440.00,5266.00
"WASP-118 b","Transit","SuperWASP",15.62534600,1753.00,
"TOI-1269 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.22995000,757.00,5591.00
"TOI-1291 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.05452000,1649.00,6229.00
"TOI-4156 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.32515000,1289.00,5986.00
